"Age","LoanAmount","CreditScore","MonthsEmployed","NumCreditLines","InterestRate","LoanTerm","Education","EmploymentType","MaritalStatus","HasCoSigner","Default","Income100k"
22,96353,334,30,4,12.67,24,"Bachelor's","Self-employed","Single","Yes",1,1.05572
61,160155,610,22,4,17.01,36,"High School","Full-time","Married","No",0,0.3389
36,50263,337,15,2,15.05,48,"Bachelor's","Self-employed","Single","Yes",0,0.8777
36,157299,440,112,3,23.65,60,"Bachelor's","Part-time","Single","Yes",0,0.61478
51,179156,616,36,1,20.05,12,"Master's","Part-time","Married","Yes",0,1.36043
49,97525,836,98,1,21.93,12,"Bachelor's","Full-time","Single","Yes",0,1.49556
20,106132,495,17,3,15.29,36,"PhD","Unemployed","Single","Yes",0,1.4845
69,86235,454,91,2,5.67,48,"PhD","Part-time","Married","No",0,0.65258
64,19000,696,58,1,13.97,60,"PhD","Full-time","Married","Yes",0,0.6876
43,36826,514,101,2,13.13,36,"Master's","Self-employed","Divorced","No",0,0.39774
50,62571,774,112,4,19.07,60,"PhD","Self-employed","Married","No",0,0.23009
63,103129,730,4,2,19.92,60,"PhD","Self-employed","Married","Yes",0,0.7446
26,94445,823,50,2,19.47,60,"High School","Self-employed","Divorced","No",1,0.15602
26,131167,310,73,4,15.04,12,"Master's","Full-time","Married","Yes",1,1.28371
55,44801,388,91,1,18.39,12,"Bachelor's","Unemployed","Single","No",0,1.29993
35,164131,468,16,1,23.59,12,"PhD","Full-time","Divorced","Yes",0,0.68035
21,202136,844,15,3,18.38,24,"Master's","Full-time","Divorced","No",0,1.49378
54,128368,804,76,1,17.24,12,"Master's","Full-time","Divorced","No",0,1.4803
33,13255,534,3,2,3.74,36,"PhD","Unemployed","Single","Yes",0,0.9241
68,24285,847,62,3,7.46,12,"PhD","Full-time","Married","No",0,0.74343
59,243798,842,62,2,15.58,36,"High School","Full-time","Married","No",0,0.79003
48,229432,574,103,4,11.35,60,"Bachelor's","Self-employed","Married","Yes",0,1.06817
34,126745,541,55,1,17.36,12,"PhD","Full-time","Divorced","Yes",1,0.19665
58,184216,413,17,2,20,24,"High School","Part-time","Married","No",0,1.47278
28,90302,554,75,3,13.54,60,"High School","Unemployed","Single","No",0,0.63268
25,107067,761,59,2,5.96,60,"High School","Self-employed","Single","No",0,1.08467
29,164435,590,79,3,9.7,12,"Master's","Full-time","Single","No",0,0.4188
51,21863,594,116,1,6.06,24,"Bachelor's","Part-time","Married","Yes",0,1.40577
32,167057,583,46,2,10.79,60,"Master's","Self-employed","Married","No",0,1.02211
31,167374,833,40,3,17.68,48,"Bachelor's","Full-time","Married","No",0,1.20224
36,230579,801,88,3,15.73,48,"Master's","Self-employed","Single","No",0,1.24973
33,203700,530,37,3,7.05,12,"High School","Unemployed","Divorced","Yes",0,0.26104
32,243129,801,43,3,5.65,48,"High School","Self-employed","Married","No",0,0.88384
40,47147,677,56,3,19.41,12,"Master's","Unemployed","Single","No",1,1.20515
64,229734,599,21,4,13.67,48,"Master's","Full-time","Single","No",0,1.27162
51,227695,586,92,1,23.02,60,"PhD","Unemployed","Married","No",1,0.74902
51,206871,844,90,3,20.12,12,"Bachelor's","Part-time","Married","No",0,0.77592
58,228972,555,30,1,24.51,48,"Master's","Full-time","Divorced","No",1,1.07819
41,8873,565,66,3,2.36,60,"Master's","Full-time","Divorced","Yes",0,1.24364
53,223345,591,26,4,18.53,24,"PhD","Full-time","Married","Yes",0,1.24921
40,11602,838,49,1,7.47,60,"Master's","Self-employed","Single","Yes",0,0.31126
57,183840,430,115,1,10.94,36,"Bachelor's","Part-time","Divorced","No",0,1.19248
38,23700,439,82,4,12.65,36,"Bachelor's","Part-time","Single","Yes",0,0.57189
30,193443,438,51,2,15.25,36,"Master's","Part-time","Divorced","No",0,1.34712
38,215360,731,31,4,7.55,48,"High School","Full-time","Single","No",0,0.67564
55,107561,685,81,4,20.3,12,"Master's","Unemployed","Divorced","No",0,0.29437
64,84377,652,44,3,16.21,12,"Bachelor's","Unemployed","Divorced","Yes",0,0.99574
20,129885,535,75,4,23.02,12,"PhD","Full-time","Married","No",0,0.90642
59,223542,836,91,1,22.66,48,"PhD","Self-employed","Single","Yes",0,1.34899
40,171717,528,5,1,13.11,24,"Master's","Full-time","Divorced","Yes",0,0.1859
34,76369,810,105,2,4.38,36,"High School","Full-time","Married","Yes",0,0.24286
67,120518,523,104,2,11.63,24,"PhD","Part-time","Single","No",0,1.33788
69,185706,799,45,1,10.54,24,"Bachelor's","Part-time","Single","Yes",0,0.23227
55,246510,525,66,4,21.2,36,"High School","Unemployed","Married","No",0,0.23641
29,235022,360,42,2,16.65,60,"PhD","Full-time","Married","Yes",0,0.74089
67,169041,658,56,1,4.39,36,"Master's","Self-employed","Single","No",0,0.76748
22,127320,565,67,2,21.52,60,"Master's","Full-time","Married","No",0,1.09908
67,138883,362,93,3,14.79,60,"Master's","Unemployed","Divorced","Yes",0,0.54736
62,118180,655,77,4,17.79,12,"High School","Part-time","Single","Yes",1,0.311
47,197826,395,30,2,4.59,36,"High School","Self-employed","Divorced","Yes",0,0.42038
35,249425,641,75,1,5.9,36,"Bachelor's","Unemployed","Single","No",0,1.02127
43,198728,343,91,2,24.44,12,"Bachelor's","Unemployed","Married","No",0,0.27127
44,64132,504,0,1,10.82,48,"High School","Part-time","Divorced","No",0,1.11918
67,198028,744,98,1,23.82,24,"Bachelor's","Self-employed","Married","Yes",0,1.31453
39,125355,642,20,3,13.09,36,"High School","Part-time","Single","No",0,0.53977
19,204545,313,47,1,9.81,24,"High School","Unemployed","Single","No",0,0.95919
24,20611,380,25,1,14.06,48,"Master's","Self-employed","Single","Yes",0,0.77951
36,224298,489,85,3,24.75,36,"PhD","Part-time","Divorced","No",0,1.33154
63,93830,789,95,2,8.97,24,"Bachelor's","Full-time","Single","No",0,0.37749
48,115199,429,119,2,22.6,48,"PhD","Self-employed","Single","Yes",0,1.01003
30,136040,792,53,4,23.38,12,"Master's","Unemployed","Married","No",1,0.31817
49,214383,758,108,3,15.23,24,"High School","Unemployed","Divorced","No",0,1.20918
38,160774,409,74,2,8.59,24,"PhD","Self-employed","Married","No",0,0.59568
59,230381,578,97,2,12.06,60,"PhD","Self-employed","Married","Yes",0,0.8791
28,181212,463,32,3,13.17,60,"Master's","Self-employed","Divorced","No",1,0.42507
63,21005,507,53,1,19.65,24,"Bachelor's","Part-time","Single","Yes",0,0.7367
56,142041,626,51,3,22.6,24,"PhD","Self-employed","Divorced","Yes",0,1.46087
54,59064,487,46,3,19.83,24,"Master's","Part-time","Divorced","No",0,1.41518
25,95729,573,78,3,2.53,60,"Bachelor's","Full-time","Single","Yes",0,1.34707
49,54900,392,76,2,6.95,48,"PhD","Unemployed","Married","Yes",0,0.58686
45,50882,490,77,4,21.08,36,"Bachelor's","Part-time","Married","No",0,1.24911
45,193611,618,13,4,19.86,36,"Bachelor's","Unemployed","Divorced","No",0,0.48425
46,143817,418,104,4,4.98,12,"Master's","Full-time","Divorced","Yes",0,0.16357
24,157345,360,27,1,14.62,60,"Bachelor's","Full-time","Married","No",0,1.01306
41,75095,787,66,3,19.01,24,"Bachelor's","Self-employed","Single","Yes",0,0.19745
28,123842,614,67,2,3.74,60,"Master's","Unemployed","Divorced","Yes",1,0.428
44,112148,460,24,2,18.01,48,"High School","Part-time","Married","Yes",0,0.22584
44,74167,494,77,4,6.65,48,"High School","Unemployed","Divorced","No",0,1.33893
38,78824,584,35,2,15.42,36,"PhD","Part-time","Single","Yes",0,0.95561
55,240522,442,9,4,21.72,24,"High School","Self-employed","Married","No",0,1.02482
30,223466,508,80,3,14.41,48,"High School","Part-time","Single","No",1,0.4445
38,68810,513,98,1,22.92,36,"PhD","Unemployed","Married","Yes",0,1.44975
40,214459,816,92,1,8.46,48,"Master's","Full-time","Single","No",0,1.14922
26,146647,829,113,4,19.1,60,"High School","Full-time","Married","No",0,0.52024
54,248473,365,8,2,21.84,24,"High School","Part-time","Married","No",1,1.07515
60,23727,327,115,1,16.85,24,"Master's","Full-time","Divorced","No",0,0.70179
45,191199,480,4,2,12.3,48,"High School","Part-time","Married","Yes",0,0.92677
25,231963,782,85,2,5.61,48,"High School","Part-time","Single","Yes",0,0.51925
39,222191,574,38,4,15.53,60,"High School","Unemployed","Married","No",0,0.81452
28,117971,459,81,4,17.32,12,"Bachelor's","Self-employed","Single","No",1,0.40708
21,168013,415,114,3,14.67,60,"High School","Part-time","Married","Yes",1,0.31611
51,182655,556,5,4,14.11,60,"Bachelor's","Part-time","Divorced","No",0,0.97085
45,230269,670,43,1,18.71,60,"Master's","Full-time","Divorced","No",1,0.18343
69,189867,613,25,1,8.87,60,"Master's","Part-time","Divorced","No",0,0.58842
32,158206,354,89,4,7.76,36,"Bachelor's","Unemployed","Married","Yes",0,0.78615
60,177824,777,30,3,8.33,24,"High School","Full-time","Single","No",0,1.40611
68,173788,578,18,4,20.52,36,"High School","Unemployed","Single","Yes",0,1.35163
61,53568,356,115,3,5.61,12,"Bachelor's","Unemployed","Divorced","Yes",0,0.33436
64,36561,681,39,4,20.29,12,"PhD","Self-employed","Married","Yes",0,1.32704
45,120022,320,47,4,13.37,12,"High School","Full-time","Married","Yes",0,0.20857
66,100581,380,38,3,4.34,48,"Master's","Unemployed","Single","No",0,1.1927
34,65138,474,106,4,14.93,12,"Bachelor's","Unemployed","Married","No",0,1.01716
57,146190,322,41,2,18.79,24,"PhD","Part-time","Single","Yes",0,0.61761
34,93361,750,36,1,3.96,48,"High School","Part-time","Married","No",1,0.28179
40,178447,378,36,2,3.22,36,"High School","Full-time","Married","No",0,0.37081
43,82402,822,81,1,6.25,48,"Bachelor's","Full-time","Divorced","Yes",0,1.25842
65,170920,354,48,4,20.45,36,"Master's","Part-time","Married","Yes",0,0.63408
65,96783,469,91,2,15.99,24,"High School","Part-time","Single","Yes",0,0.31694
45,148836,438,106,4,7.85,36,"Master's","Full-time","Single","No",0,0.59241
48,220865,456,72,3,7.29,36,"PhD","Part-time","Married","Yes",0,0.24733
38,20533,671,41,3,11.05,12,"PhD","Part-time","Single","Yes",1,0.16591
55,214060,396,0,4,18.07,36,"High School","Self-employed","Single","No",1,0.49867
41,63048,652,50,2,18.84,60,"Master's","Unemployed","Divorced","No",0,1.00987
60,97150,675,68,4,9.24,12,"Master's","Unemployed","Single","Yes",0,0.26871
20,135275,651,77,3,12.08,48,"High School","Part-time","Married","Yes",0,0.91715
59,162916,530,18,1,15.52,60,"Bachelor's","Self-employed","Single","No",0,0.49164
44,21662,768,44,3,18.18,60,"Master's","Self-employed","Married","Yes",0,1.27654
24,185388,401,72,4,18.36,36,"Bachelor's","Full-time","Divorced","Yes",1,1.32363
36,134999,794,109,1,22.16,60,"PhD","Part-time","Divorced","No",0,0.49267
68,194374,555,45,2,17.51,60,"Master's","Unemployed","Divorced","No",0,1.32042
51,141629,582,95,2,12.28,12,"High School","Full-time","Married","No",0,0.61726
49,31869,396,27,1,10.72,24,"High School","Part-time","Divorced","No",0,0.30304
49,195904,484,50,1,14.23,24,"PhD","Self-employed","Divorced","Yes",0,0.26138
30,19237,385,90,3,13.25,36,"High School","Self-employed","Single","Yes",0,1.22923
21,45936,304,84,1,7.57,48,"PhD","Full-time","Single","Yes",0,0.74054
30,183988,396,116,1,6.18,48,"Bachelor's","Part-time","Divorced","Yes",0,0.25094
32,60647,795,112,4,11.59,48,"Bachelor's","Self-employed","Married","No",0,1.18203
61,134861,513,110,1,23.77,60,"High School","Self-employed","Single","No",0,0.63825
56,52737,461,105,4,15.53,60,"Master's","Unemployed","Single","No",0,0.99258
41,230424,443,50,1,6.76,36,"PhD","Part-time","Divorced","No",0,1.16871
21,91829,784,112,2,9.88,36,"PhD","Self-employed","Married","No",0,1.39029
57,115595,414,112,2,5.7,48,"Master's","Full-time","Single","No",0,1.48418
50,83444,595,5,4,4.2,12,"Bachelor's","Full-time","Divorced","No",0,0.45673
27,205131,825,82,2,4.47,48,"Master's","Unemployed","Divorced","Yes",0,0.82171
18,117271,835,27,4,5.33,24,"PhD","Part-time","Divorced","No",0,1.39001
27,211064,380,79,1,19.32,60,"Bachelor's","Full-time","Single","Yes",0,0.76759
20,97201,699,87,2,10.75,24,"High School","Full-time","Married","No",0,0.79157
23,169483,421,91,2,21.32,12,"Bachelor's","Part-time","Single","No",0,1.40899
55,214582,369,52,3,14.46,48,"High School","Self-employed","Divorced","No",0,0.27682
36,34564,329,72,2,8.79,36,"Master's","Full-time","Divorced","No",0,0.6538
45,78546,499,65,1,9.57,12,"PhD","Self-employed","Single","Yes",0,0.69888
41,74593,511,18,1,21.84,48,"Bachelor's","Self-employed","Divorced","Yes",0,0.66516
33,73736,524,76,3,9.17,48,"Master's","Self-employed","Single","Yes",0,0.95121
30,95658,500,38,2,10.83,48,"Bachelor's","Full-time","Divorced","No",0,0.72622
55,233321,550,99,2,4.67,48,"High School","Self-employed","Divorced","No",0,1.36019
20,180389,668,74,3,20.36,12,"Bachelor's","Part-time","Married","No",0,1.38724
62,185878,653,117,2,13.13,60,"Master's","Full-time","Single","No",0,1.36103
19,92357,396,42,2,2.07,48,"Master's","Full-time","Divorced","No",1,0.16894
25,98402,528,71,2,6.9,12,"Master's","Unemployed","Divorced","No",1,1.16421
32,156791,423,31,2,21.23,24,"Master's","Part-time","Married","Yes",0,0.17296
53,6333,494,82,3,20.58,36,"High School","Part-time","Divorced","Yes",0,0.34117
21,164927,447,93,2,17.42,60,"Bachelor's","Unemployed","Divorced","No",0,1.11907
63,44960,441,76,4,4.7,36,"PhD","Self-employed","Divorced","No",0,0.32751
61,161145,478,9,2,3.43,24,"PhD","Part-time","Single","Yes",0,0.31945
38,149085,546,78,3,4.27,60,"Bachelor's","Unemployed","Single","Yes",0,1.47632
40,141897,503,53,1,14,24,"High School","Unemployed","Married","Yes",0,0.54872
68,140294,589,14,4,15.71,36,"PhD","Full-time","Divorced","No",1,0.92993
59,165075,800,69,3,21.57,12,"PhD","Unemployed","Married","Yes",1,0.58091
37,73779,743,0,4,18.72,12,"Bachelor's","Full-time","Single","Yes",0,1.46122
25,198029,757,9,3,24.86,60,"Bachelor's","Full-time","Divorced","No",0,1.3005
27,70373,614,74,2,24.29,24,"High School","Part-time","Single","No",0,0.90749
64,170404,340,12,3,16.73,12,"Master's","Self-employed","Married","Yes",1,1.32978
39,176616,414,70,3,23.09,12,"Master's","Unemployed","Divorced","No",1,0.8513
28,52327,830,78,1,22.8,12,"Master's","Self-employed","Married","No",0,1.40113
58,92073,477,101,2,14.16,60,"Master's","Unemployed","Single","No",0,0.91971
58,203042,820,90,3,22.89,24,"PhD","Part-time","Married","No",0,0.26204
41,208553,641,80,3,23.65,12,"High School","Self-employed","Married","No",1,1.22097
28,88982,491,93,1,5.1,48,"PhD","Unemployed","Married","No",0,1.16233
18,221593,479,2,4,10.44,48,"Master's","Self-employed","Married","Yes",0,1.30459
52,170066,334,79,1,6.35,12,"Bachelor's","Self-employed","Single","No",0,0.77998
48,150166,785,21,3,15.82,24,"Bachelor's","Unemployed","Single","No",1,0.81045
51,15919,366,14,4,20.64,12,"Master's","Unemployed","Divorced","Yes",0,0.23658
46,121318,603,88,4,16.7,24,"High School","Part-time","Divorced","Yes",0,1.44229
46,83817,694,9,2,11.08,36,"PhD","Full-time","Single","No",0,0.78096
61,152822,522,98,4,21.24,12,"Master's","Unemployed","Divorced","No",1,0.97582
38,58766,839,71,3,5.36,12,"High School","Self-employed","Single","No",0,1.07423
67,167611,775,46,1,17.8,12,"PhD","Unemployed","Married","No",0,0.4017
37,163689,330,0,2,2.47,12,"Bachelor's","Part-time","Married","Yes",0,0.99424
69,249240,641,105,3,8.67,24,"High School","Part-time","Divorced","Yes",0,1.23682
41,119383,558,0,2,19.46,48,"High School","Unemployed","Single","No",1,0.46744
38,181270,460,76,2,20.76,24,"Master's","Part-time","Single","No",0,0.43838
24,40246,772,102,3,5.37,24,"High School","Full-time","Single","No",0,0.75143
62,57387,715,97,2,5.47,12,"High School","Unemployed","Single","No",0,0.25515
45,71043,658,117,1,11.81,36,"High School","Self-employed","Divorced","Yes",0,0.75237
58,6941,508,15,3,2.12,12,"High School","Unemployed","Married","Yes",0,1.3737
54,103383,533,82,1,20.59,48,"Master's","Unemployed","Single","Yes",0,0.3429
69,88610,317,18,2,3.82,12,"High School","Full-time","Married","Yes",0,0.68461
49,179181,786,119,1,14.73,48,"Bachelor's","Part-time","Single","No",0,0.835
23,85776,367,94,3,6.06,48,"Master's","Unemployed","Divorced","Yes",1,1.07989
59,66820,383,68,4,5.24,48,"High School","Part-time","Single","Yes",0,1.4358
50,229504,339,80,3,3.3,60,"Bachelor's","Unemployed","Single","No",0,1.34773
22,117893,339,119,1,23.37,12,"Master's","Part-time","Divorced","Yes",0,0.68323
39,146445,319,44,2,15.3,36,"Bachelor's","Self-employed","Single","Yes",0,0.7763
40,122754,687,39,4,9.33,12,"Bachelor's","Unemployed","Married","Yes",0,0.24556
39,196384,344,109,3,13.88,48,"PhD","Part-time","Single","Yes",1,0.23611
32,45975,573,103,4,19.18,48,"Master's","Full-time","Single","No",0,0.42364
48,243860,454,71,3,16.69,36,"Master's","Part-time","Single","No",0,0.86147
45,189318,660,28,2,15.09,36,"PhD","Self-employed","Divorced","Yes",0,0.54737
55,73626,717,90,4,20.29,24,"High School","Self-employed","Married","No",1,1.23433
30,66985,552,59,3,13.38,60,"Master's","Part-time","Divorced","Yes",0,0.45521
27,99560,580,0,3,19.22,24,"Master's","Self-employed","Single","No",0,0.56173
69,211772,511,80,4,14.61,48,"Master's","Self-employed","Divorced","No",1,0.4615
61,148602,646,76,4,5.06,36,"Master's","Unemployed","Divorced","No",0,0.43046
27,42483,553,19,2,10.64,24,"PhD","Part-time","Single","No",0,1.17196
53,223379,728,7,1,11.42,60,"PhD","Self-employed","Single","Yes",0,1.37628
60,246391,724,45,1,24.08,48,"Bachelor's","Part-time","Single","Yes",0,1.01744
56,227556,589,46,1,16.61,12,"PhD","Part-time","Single","Yes",0,0.51831
53,206610,407,104,4,21.99,24,"High School","Part-time","Single","No",0,0.62872
66,81868,510,6,4,4.26,36,"PhD","Part-time","Single","Yes",0,1.46087
56,202028,577,77,1,7.08,12,"PhD","Self-employed","Single","Yes",0,1.27921
25,124172,648,91,2,5.61,12,"Bachelor's","Full-time","Divorced","Yes",0,1.3463
33,124574,770,14,1,18.34,12,"Bachelor's","Self-employed","Single","No",0,0.55811
26,105392,437,5,1,24.87,36,"Bachelor's","Unemployed","Married","No",0,0.25194
38,78116,453,41,3,2.32,24,"PhD","Unemployed","Divorced","No",0,1.25657
35,230770,791,39,3,7.41,48,"PhD","Full-time","Married","No",0,1.49624
63,167452,704,50,4,18.36,48,"Bachelor's","Unemployed","Married","Yes",0,1.13371
68,107310,750,90,1,20.69,12,"High School","Full-time","Single","Yes",0,0.84601
49,164354,811,45,2,10.27,36,"Master's","Self-employed","Divorced","No",0,0.9347
59,34640,448,107,4,14.85,36,"High School","Part-time","Divorced","No",0,0.48943
59,71962,574,27,2,19.8,60,"High School","Unemployed","Divorced","No",0,0.19681
32,73234,504,25,4,16.58,24,"Master's","Full-time","Divorced","Yes",1,0.4577
68,120256,443,28,2,2.69,60,"High School","Unemployed","Married","Yes",0,0.47309
47,85521,492,54,2,7.12,60,"Master's","Part-time","Married","Yes",0,0.3273
64,86135,515,35,3,24.24,60,"High School","Full-time","Single","No",0,1.46669
66,215388,374,31,1,10.21,24,"PhD","Self-employed","Single","Yes",0,0.29306
34,123251,796,88,3,23.06,60,"PhD","Full-time","Divorced","No",0,0.90897
26,188081,301,27,1,17.02,60,"High School","Self-employed","Divorced","Yes",0,1.22707
47,67766,760,96,4,17.56,48,"Bachelor's","Full-time","Divorced","Yes",0,1.4626
59,61997,513,116,1,11.9,12,"High School","Full-time","Divorced","No",0,1.42779
49,31557,618,92,3,19.42,36,"Master's","Full-time","Single","Yes",0,0.15424
38,185457,580,119,2,15.54,24,"High School","Full-time","Divorced","Yes",0,0.58111
66,169814,662,105,1,14.37,12,"High School","Self-employed","Single","Yes",0,0.79076
62,71226,806,65,4,10.77,24,"Bachelor's","Unemployed","Single","Yes",1,0.27972
59,182819,751,71,4,22.08,12,"PhD","Self-employed","Single","Yes",0,1.03367
60,44072,383,109,3,6.98,60,"Bachelor's","Unemployed","Divorced","No",1,1.07583
28,44283,650,35,1,14.37,36,"Master's","Full-time","Divorced","No",0,1.17102
61,110680,738,12,4,22.81,60,"PhD","Unemployed","Single","Yes",0,1.01486
30,241371,557,1,2,23.92,48,"Master's","Self-employed","Divorced","Yes",0,1.27196
39,191647,756,47,2,4.01,48,"PhD","Part-time","Married","No",0,0.58408
37,160562,356,75,1,19.28,60,"High School","Self-employed","Married","Yes",0,1.30758
63,185215,778,16,2,3.01,48,"PhD","Self-employed","Single","No",0,0.19633
55,98628,441,25,4,21.93,48,"Bachelor's","Unemployed","Divorced","Yes",0,1.10791
54,49832,657,77,1,22.47,48,"High School","Full-time","Divorced","Yes",0,0.58941
41,122256,368,36,3,13.26,60,"Master's","Full-time","Single","No",1,0.83453
48,30491,353,9,2,13.18,24,"Bachelor's","Unemployed","Married","No",0,1.29154
42,91385,355,58,3,10.98,48,"PhD","Full-time","Single","Yes",0,0.76423
46,237048,760,23,3,21.65,48,"Master's","Full-time","Divorced","No",0,0.71635
18,132067,592,1,2,18.73,12,"PhD","Full-time","Married","Yes",0,1.43453
32,30411,482,51,4,10.99,12,"PhD","Unemployed","Divorced","Yes",1,1.41219
41,48062,485,14,1,21.48,36,"High School","Full-time","Divorced","No",0,0.87856
59,122159,595,27,3,23.36,24,"Master's","Self-employed","Divorced","Yes",0,1.13202
57,121611,505,103,2,12.87,12,"High School","Full-time","Single","Yes",0,0.48386
54,153564,570,24,4,6.25,24,"Bachelor's","Self-employed","Divorced","Yes",0,0.34147
28,165197,712,18,4,7.88,48,"PhD","Full-time","Divorced","No",0,0.1517
40,204493,700,117,2,9.48,24,"High School","Unemployed","Divorced","Yes",1,0.71014
68,36286,827,30,1,9.42,48,"Bachelor's","Full-time","Single","No",0,1.1327
48,213672,312,44,1,8.76,36,"High School","Self-employed","Married","No",0,1.08415
55,186880,654,26,1,20.59,60,"Bachelor's","Full-time","Single","Yes",0,1.33636
37,117589,340,5,3,15.14,24,"High School","Full-time","Divorced","Yes",0,0.33767
51,229489,364,116,1,7.53,36,"Bachelor's","Self-employed","Married","Yes",0,1.3714
59,216949,772,108,4,16.98,24,"Master's","Full-time","Divorced","Yes",0,0.33225
24,231789,421,39,4,22,36,"PhD","Self-employed","Divorced","No",1,0.92087
35,234112,416,108,3,14.97,48,"High School","Part-time","Married","No",0,1.48277
42,92153,428,17,4,24.49,48,"Master's","Part-time","Divorced","No",1,1.45535
64,25584,735,15,4,14.12,60,"PhD","Part-time","Single","Yes",0,0.63284
43,186855,381,55,3,22.35,24,"PhD","Unemployed","Divorced","No",0,1.38917
57,226817,415,19,2,10.62,60,"Bachelor's","Part-time","Divorced","Yes",0,1.41127
38,208121,729,5,3,18.04,36,"Bachelor's","Full-time","Married","Yes",0,1.17352
27,96403,463,115,1,13.65,36,"Bachelor's","Unemployed","Divorced","Yes",0,0.81575
33,223849,627,33,1,4.55,12,"Bachelor's","Part-time","Single","Yes",0,0.59566
53,59989,503,47,2,13.35,60,"Master's","Unemployed","Single","No",0,0.15856
41,8077,717,14,3,16.47,24,"Master's","Self-employed","Married","No",0,0.72318
33,158424,843,57,3,5.76,24,"Master's","Self-employed","Divorced","No",0,0.49497
21,143881,371,41,3,12.06,60,"PhD","Part-time","Single","Yes",0,0.69223
40,126420,604,16,2,5.81,36,"Bachelor's","Full-time","Divorced","No",0,0.99737
21,202835,592,15,4,12.53,60,"PhD","Self-employed","Divorced","Yes",0,0.61212
53,204477,616,57,3,21.14,48,"High School","Unemployed","Married","Yes",0,0.32776
38,9248,420,2,3,21.93,60,"PhD","Full-time","Divorced","Yes",0,0.20216
39,56557,652,74,4,22.97,24,"High School","Self-employed","Single","Yes",1,0.53034
48,83065,417,54,3,20.25,12,"Master's","Part-time","Divorced","No",0,0.78709
43,62796,300,41,2,2.57,36,"High School","Unemployed","Single","Yes",0,0.22765
43,137898,506,95,3,19.43,48,"Master's","Full-time","Single","Yes",0,0.59132
54,128041,607,99,1,3.45,48,"High School","Part-time","Divorced","Yes",0,1.25235
42,112448,705,69,3,3.74,24,"PhD","Part-time","Divorced","No",0,1.08005
48,27202,451,45,4,5.81,12,"PhD","Self-employed","Single","Yes",1,1.376
34,45334,701,22,3,22.18,24,"PhD","Part-time","Single","Yes",0,1.25822
20,176270,714,18,2,19.47,36,"Master's","Self-employed","Divorced","No",1,0.19232
61,220904,756,0,2,16.69,48,"High School","Self-employed","Married","No",0,0.80663
29,123144,459,71,4,6.95,24,"Bachelor's","Full-time","Divorced","Yes",0,0.24188
59,114824,594,62,4,4.34,36,"Bachelor's","Unemployed","Single","Yes",0,0.23967
45,236262,721,43,3,21.21,24,"High School","Unemployed","Married","No",0,0.62089
47,117775,507,108,4,13.17,12,"Bachelor's","Part-time","Single","No",0,0.41288
56,146419,472,22,3,8.09,12,"Master's","Self-employed","Divorced","Yes",0,0.28719
20,244495,601,55,4,11.84,48,"Master's","Full-time","Single","Yes",0,0.69868
48,48548,433,50,2,21.55,12,"Master's","Full-time","Married","Yes",0,0.60274
29,128983,493,6,1,4.05,48,"PhD","Unemployed","Divorced","Yes",0,0.76653
37,115115,458,98,4,13.15,12,"PhD","Unemployed","Single","Yes",0,0.69976
43,48122,546,36,3,22.81,36,"High School","Part-time","Single","Yes",1,1.32728
59,221473,479,60,3,24.35,36,"Bachelor's","Unemployed","Married","No",0,0.82302
68,18729,458,70,1,23.42,24,"Master's","Full-time","Divorced","Yes",0,0.88486
56,201657,309,76,1,11.92,48,"Bachelor's","Self-employed","Divorced","Yes",1,1.06462
26,146239,789,40,1,7.22,60,"High School","Unemployed","Married","No",0,1.26602
35,84034,751,117,3,23.7,48,"Bachelor's","Unemployed","Divorced","No",0,0.70477
24,81387,654,37,4,10.7,12,"Bachelor's","Self-employed","Married","Yes",0,1.20531
69,112721,445,104,1,7.92,36,"Master's","Self-employed","Single","No",0,1.24319
21,35138,727,33,4,6.94,48,"High School","Full-time","Divorced","Yes",0,0.93901
45,43160,359,103,1,16.92,48,"Bachelor's","Unemployed","Divorced","No",0,1.36495
28,202235,704,62,1,7.32,48,"Bachelor's","Full-time","Divorced","Yes",0,1.41956
56,56130,525,105,4,19.15,24,"Bachelor's","Self-employed","Married","Yes",0,0.82108
19,90399,317,89,2,10.82,36,"Master's","Part-time","Married","Yes",0,0.72787
28,182370,330,97,1,17.45,36,"PhD","Full-time","Divorced","Yes",0,0.18508
57,6727,394,27,1,16.83,12,"PhD","Self-employed","Divorced","Yes",0,1.23478
37,152266,488,17,1,22.83,12,"Bachelor's","Full-time","Single","Yes",0,0.33126
64,99558,431,39,2,23.98,24,"PhD","Unemployed","Divorced","Yes",0,0.44033
38,46059,618,101,2,13.07,48,"High School","Self-employed","Single","No",0,0.64273
69,151505,481,11,1,3.45,60,"Master's","Full-time","Married","Yes",0,0.40134
69,200064,503,69,3,3.11,48,"Bachelor's","Part-time","Divorced","Yes",0,0.80229
49,123343,649,41,2,12.65,48,"Master's","Full-time","Married","No",0,0.68109
41,122496,613,81,4,6.07,12,"PhD","Part-time","Married","No",0,1.38493
67,200708,482,115,2,4.53,36,"PhD","Self-employed","Single","No",0,0.23359
45,43336,422,116,2,13.2,48,"High School","Full-time","Single","No",0,0.81302
20,124059,427,90,3,8.24,24,"PhD","Self-employed","Single","Yes",0,0.28235
37,76998,449,71,2,17.82,12,"Master's","Full-time","Married","Yes",0,1.42715
32,135865,325,109,3,15.12,12,"Bachelor's","Self-employed","Divorced","Yes",0,0.30843
